categoria,categoriaF,categoriaS,ciudad,ciudadF,comunidad,comunidadF,contenido,creador,discapacidad,educacion,educacionF,educacionReq,educacionReqF,educacionS,email,empresaSocial,fechaCreacion,fechaCreacionBoost,fechaCreacionPortal,fechaRevision,id,jornada,jornadaF,localizacion,minExperiencia,oReq,oferta,origen,pais,paisF,paisS,provincia,provinciaF,provinciaLimitrofe,provinciaS,salarioMax,salarioMin,score,speState,speStateId,subcategoria,subcategoriaF,subcategoriaS,telefono,tipoContratoN,titulo,trabajosOfertados,url,verMail,verTelefono,web
13,EDUCACIÓN/SERVICIOS SOCIALES,EDUCACIÓN/SERVICIOS SOCIALES,28079,Madrid,13,MADRID,Buscamos profesionales para desarrollar actividades de inglés lúdico con menores de primaria (10-12 años) en horario extraescolar de tardes. Martes y Jueves de 16:20 a 17:40h.,NA,False,7,Diplomado o Ingeniero Técnico,07031,Maestro (Educación Primaria),Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-04T01:05:05Z,1672323904,NA,NA,"40.4167754,-3.7037902",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,NA,1.174693,Activa,1,13007,ENSEÑANZA PRIMARIA Y SECUNDARIA,ENSEÑANZA PRIMARIA Y SECUNDARIA,NA,NA,"Monitor/a de ingles primaria zona alameda de osuna 2,5 horas a la semana",5,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/monitor-a-de-ingles-primaria-zona-alameda-de-osuna-2-5-horas-a-la-semana-/154094,NA,NA,NA
13,EDUCACIÓN/SERVICIOS SOCIALES,EDUCACIÓN/SERVICIOS SOCIALES,NA,NA,NA,NA,Buscamos una mediadora cultural china para proyecto de intervención  con mujeres chinas en Pais Vasco y Navarra. Se valorará  formación  en género y disponer de vehículo propio. La intervención se realizará  con el apoyo de equipos de voluntariado. Contrato a tiempo parcial hasta finales de marzo.,NA,False,7,Diplomado o Ingeniero Técnico,07004,Educación Social,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-04T01:05:05Z,1672323905,NA,NA,"40.46366700000001,-3.74922",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,NA,NA,NA,NA,NA,12000,1.174693,Activa,1,13008,FORMACIÓN PROFESIONAL,FORMACIÓN PROFESIONAL,NA,3,Mediadora cultural,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/mediadora-cultural/154097,NA,NA,NA
01,ADMINISTRACIÓN,ADMINISTRACIÓN,28079,Madrid,13,MADRID,Desde Asociación Centro Trama buscamos mediadores/as interculturales para trabajo con menores  ,NA,False,7,Diplomado o Ingeniero Técnico,NA,NA,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-04T01:05:05Z,1672323906,NA,NA,"40.4167754,-3.7037902",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,12000,1.174693,Activa,1,NA,NA,NA,NA,NA,Mediador/a intercultural,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/mediador-a-intercultural/154086,NA,NA,NA
19,CUIDADOS/ASISTENCIA EN EL HOGAR,CUIDADOS/ASISTENCIA EN EL HOGAR,NA,NA,5,ISLAS CANARIAS,"Trabaja con nosotros media jornada con un sueldo fijo de entre 800euros y 2000euros brutos al mes más incentivos y contratación directa por EACNUR, como promotor/captador de socios, dentro del programa Face to Face. Si quieres empezar a trabajar en una ONG, en EACNUR buscamos gente extrovertida, dinámica y con afán de superación, comprometida con los valores de ACNUR e interesada en la ayuda humanitaria y la labor social, para trabajar como promotor/captador, ayudándonos en la tarea de sensibilización y captación de fondos que llevamos a cabo en calles transitadas, centros comerciales, estaciones… etc. La tarea del promotor/captador de socios consiste en informar a la gente sobre el trabajo en terreno de ACNUR y animarles a colaborar con nosotros, ya que esto es imprescindible para poder financiar nuestros proyectos. No es necesario tener experiencia previa como promotor/captador de socios para ONG. Ofrecemos: Sueldo base de entre",NA,False,4,Bachillerato,NA,NA,Bachillerato,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-04T01:05:05Z,1672323902,NA,NA,"28.4636296,-16.2518467",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,38,SANTA CRUZ DE TENERIFE,['SANTA CRUZ DE TENERIFE'],SANTA CRUZ DE TENERIFE,NA,12000,1.174693,Activa,1,19002,AYUDA DOMICILIARIA,AYUDA DOMICILIARIA,NA,2,Promotor para ong en tenerife 4´5h diarias.,15,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/promotor-para-ong-en-tenerife-4-5h-diarias-/154069,NA,NA,NA
13,EDUCACIÓN/SERVICIOS SOCIALES,EDUCACIÓN/SERVICIOS SOCIALES,28079,Madrid,13,MADRID,"Asociación Centro Trama, busca un/una educador/a con experiencia en violencia de género, para trabajar en un servicio específico para víctimas de violencia de género y sus hijos/as.",NA,False,7,Diplomado o Ingeniero Técnico,NA,NA,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-04T01:05:05Z,1672323903,NA,NA,"40.4167754,-3.7037902",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,12000,1.174693,Activa,1,13002,ASISTENCIA E INTEGRACIÓN SOCIAL,ASISTENCIA E INTEGRACIÓN SOCIAL,NA,3,Educador/a social (violencia de género),1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/educador-a-social-violencia-de-genero-/154089,NA,NA,NA
01,ADMINISTRACIÓN,ADMINISTRACIÓN,28079,Madrid,13,MADRID,"Buscamos una persona para impartir clases de ALEMÁN en empresa a grupos y one to one. Se trabaja de Lunes y Miercoles, de 10 a 11 y de 14 a 15h. ",NA,False,7,Diplomado o Ingeniero Técnico,NA,NA,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-04T01:05:05Z,1672323891,NA,NA,"40.4167754,-3.7037902",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,NA,1.174693,Activa,1,NA,NA,NA,NA,NA,Profesor/a de alemán,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/profesor-a-de-aleman/154078,NA,NA,NA
19,CUIDADOS/ASISTENCIA EN EL HOGAR,CUIDADOS/ASISTENCIA EN EL HOGAR,08101,L' Hospitalet de Llobregat,9,CATALUÑA,"El Grup Asproseat cerca un/a educador/a per realitzar l'atenció directa de persones amb discapacitat de tipus intel·lectual en una Llar Residència de Barcelona. FUNCIONS: -Vetllar pel compliment dels drets dels usuaris. -Dur a terme els PIR amb coherència amb les línies estratègiques del centre. -Participar en la dinàmica d'intercanvi d'informacions de l'equip per desenvolupar una tascar eficaç. -Detectar i rebre informacions i/o demandes de les famílies canalitzant-les adequadament. -Fer acompanyaments mèdics i d'oci. -Assegurar el bon funcionament de la llar-residència. Pensem amb una persona amb formació de l'àmbit social, coneixements del sector de la discapacitat i coneixements bàsics de cuina e manteniment de la llar. Oferim un contracte temporal (substitució), jornada complerta, horari rotatiu (tarda, nits, caps de setmana i festius) amb incorporació immediata.",NA,False,6,"FP II, Ciclo de Grado Superior",06024,"Otras Titulaciones (FP 2, ciclos grado superior)","FP II, Ciclo de Grado Superior",NA,False,2018-11-03T00:08:36Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-04T01:05:05Z,1672323890,NA,NA,"41.3661865,2.1164942",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,8,BARCELONA,['BARCELONA'],BARCELONA,NA,18001,1.174693,Activa,1,19005,SERVICIO DOMÉSTICO,SERVICIO DOMÉSTICO,NA,6,Educador/a llar residència substitució,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/educador-a-llar-resid-ncia-substitucio/154075,NA,NA,NA
22,SALUD/DEPORTE,SALUD/DEPORTE,08157,Pallejà,9,CATALUÑA,"La Fundació Ana Ribot selecciona per el Centre de Dia per a gent gran un infermer/a per substitució de BAIXA MATERNAL (8/10 MESOS). L’objectiu del Centre de Dia “Ana Ribot” es potenciar les diferents capacitats físiques, cognitives, socials, emocionals de la persona gran per mantenir-les actives i estimulades. Dins de la nostra filosofía d’innovació en l’atenció a la gent gran, hem posat en marxa una UNITAT D’ALZHEIMER on treballem amb persones en estat moderat i avançat de la malaltia. Els nostres especialistes duen a terme un sistema d’estimulació constant i diari mitjançant diferents tècniques no farmacològiques. La infermera del centre valora les necessitats bàsiques de cada usuari detectant problemes reals i potencials. Elabora, juntament amb la resta de professionals, un pla d’atenció individualitzat, marcant-ne uns objectius i planificant-ne unes activitats o cures necessàries,",NA,False,7,Diplomado o Ingeniero Técnico,NA,NA,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-04T01:05:05Z,1672323892,NA,NA,"41.4213871,1.9972813",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,8,BARCELONA,['BARCELONA'],BARCELONA,NA,NA,1.174693,Activa,1,22002,ENFERMERÍA,ENFERMERÍA,NA,NA,Infermer/a per a centre de dia de gent gran,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/infermer-a-per-a-centre-de-dia-de-gent-gran/154065,NA,NA,NA
11,DERECHO/PSICOLOGÍA/CIENCIAS SOCIALES,DERECHO/PSICOLOGÍA/CIENCIAS SOCIALES,08056,Castelldefels,9,CATALUÑA,Es busca un psicòleg o una psicòloga sistèmica familiar per treballar en un Servei d'Atenció Familiar.,NA,False,8,Licenciado o Ingeniero Superior,NA,NA,Licenciado o Ingeniero Superior,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-04T01:05:05Z,1672323895,NA,NA,"41.2800161,1.9766294",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,8,BARCELONA,['BARCELONA'],BARCELONA,NA,12000,1.174693,Activa,1,11003,PSICÓLOGOS,PSICÓLOGOS,NA,NA,Psicòleg/a atenció a famílies (saf),1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/psic-leg-a-atencio-a-families-saf-/154090,NA,NA,NA
13,EDUCACIÓN/SERVICIOS SOCIALES,EDUCACIÓN/SERVICIOS SOCIALES,NA,NA,16,PAÍS VASCO,Buscamos una mediadora cultural china para proyecto de intervención  con mujeres chinas en Pais Vasco y Navarra. Se valorará  formación  en género y disponer de vehículo propio. La intervención se realizará  con el apoyo de equipos de voluntariado. Contrato a tiempo parcial hasta finales de marzo.,NA,False,7,Diplomado o Ingeniero Técnico,07004,Educación Social,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-04T01:05:05Z,1672323894,NA,NA,"42.9099989,-2.6983868",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,1,ÁLAVA,['ÁLAVA'],ÁLAVA,NA,12000,1.174693,Activa,1,13008,FORMACIÓN PROFESIONAL,FORMACIÓN PROFESIONAL,NA,3,Mediadora cultural,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/mediadora-cultural/154096,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,50297,Zaragoza,2,ARAGÓN,"Organización y gestión de actividades y eventos para socios y consumidores. Atención a socios y dinamización de grupos. Formación, información y defensa de consumidor.  ",NA,False,8,Licenciado o Ingeniero Superior,NA,NA,Licenciado o Ingeniero Superior,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-04T01:05:05Z,1672323896,NA,NA,"41.6488226,-0.8890853",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,50,ZARAGOZA,['ZARAGOZA'],ZARAGOZA,NA,12000,1.174693,Activa,1,17004,GESTIÓN DE PROYECTOS,GESTIÓN DE PROYECTOS,NA,NA,Técnico proyectos de consumo,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/tecnico-proyectos-de-consumo/154095,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,08019,Barcelona,9,CATALUÑA,"We are seeking energetic and motivated sales professionals to join our enterprise account acquisition team. The ideal candidate will have strong new business development experience with a proven track record of selling complex, six to seven figure, technical solutions (information technology or other comparable offerings) to mid to large enterprise clients. As an enterprise acquisition account representative, you will be assigned 5 to 10 enterprise accounts in the Spanish market.
  
Responsibilities 
•Conduct market and customer research to expand commercial insight necessary to build effective customer call plans and sales strategies
•Drive a high volume of high value prospecting and business development activities, to include lead management, needed to reach key decision makers/influencers (technical and business) inside pursuit accounts
•Drive account strategies and coordinate team selling efforts with partners, specialist, management and technical resources necessary to close business.
•Through a rigorous and subject rich training agenda, you will become sale proficient with Hitachi Vantara’s solutions while becoming conversational ready on how Hitachi Vantara delivers business value to its customers and prospects.
•Managing forecast and updating activity plans inside Salesforce




Requirements
•A minimum of 6 years of field sales experience specializing in new logo acquisition and/or new business development.
•An avid hunter with a proven track record of sourcing new leads and leveraging social networking to gain access to decision-makers/influencers necessary to close business.
•Some inside sales or telemarketing experience is a plus.
•Domain knowledge of large enterprise IT environments and corporate buying centers is critical.
•Relationship and sell with experiences with top VARs and Integrators.
•Subject matter expertise in data storage, data management, data analytics and other IT services.","Hitachi Vantara, S.A.U.",True,8,Licenciado o Ingeniero Superior,08081,Otras licenciaturas,Licenciado o Ingeniero Superior,NA,False,2018-11-03T11:47:25Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2019-03-31T01:00:00Z,1734712694,1,COMPLETA,"41.385064,2.173404",4,"•Consistent track record of achieving annual quota targets •Excellent deal management and problem solving skills.
•Develop meaningful account plans. •Strong work ethic and thrives in a fast pace, high growth and matrixed organizational environment.•Desire to learn and acquire new skills and product knowledge.•Must be a proficient user of SalesForce and other MS Office tools.","Horario Flexible, Beneficios sociales, salario varible",WEB,724,ESPAÑA,ESPAÑA,8,BARCELONA,['BARCELONA'],BARCELONA,85800,46200,1.174693,Activa,1,17002,SISTEMAS/SEGURIDAD/REDES,SISTEMAS/SEGURIDAD/REDES,NA,2,Enterprise Sales Account Manager,1,-,NA,NA,www.hitachivantara.com
22,SALUD/DEPORTE,SALUD/DEPORTE,08019,Barcelona,9,CATALUÑA,"Se ofrece puesto de comercial para visitar y atender a tiendas de deporte y moda infantil en Cataluña. Se requiere persona dinámica de 25 a 35 años con disponibilidad para viajar que disponga de tablet u ordenador portatil propio y vehiculo propio, de las provincias de Barcelona, Tarragona, Lerida y Gerona o alrededores. Se debe realizar test de acceso en http://www.sevencanada.com/empleo/ - Formación y seguimiento personal con director comercial - Sueldo fijo 1300€ + alta + gastos viaje. Posibilidad de ascenso en empresa con altas opciones de crecimiento. Marcas en exclusiva: Converse, Lyle & Scott y Juicy Couture. Recomendamos este empleo para todas aquellas personas extrovertidas, que les guste conducir, viajar y con altas cualidades para la venta.",NA,False,1,Sin estudios,07029,Maestro (Educación Infantil),Sin estudios,NA,False,2018-02-27T16:48:31Z,2018-02-27T00:00:00Z,2018-11-03T00:00:00Z,2018-11-04T17:22:45Z,1405665069,1,COMPLETA,"41.3850639,2.1734035",1,NA,NA,INSERTIA,724,ESPAÑA,ESPAÑA,8,BARCELONA,['BARCELONA'],BARCELONA,NA,1300,1.174693,Activa,1,22005,FISIOTERAPIA/DEPORTE/MANTENIMIENTO FISIC,FISIOTERAPIA/DEPORTE/MANTENIMIENTO FISIC,NA,2,COMERCIAL VENTA TIENDAS DEPORTE (Catalunya),1,https://www.insertia.net/empleo/oferta-de-empleo_comercial-venta-tiendas-deporte-catalunya-en-barcelona_ref_26573637.html,NA,NA,NA
